Data Source	World Development Indicators																																																													
																																																														
Last Updated Date	24-01-19																																																													
																																																														
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
India	IND	"Population ages 80 and above, female (% of female population)"	SP.POP.80UP.FE.5Y	0.373974328	0.377628448	0.371619973	0.361085963	0.351322303	0.342283865	0.367703862	0.39217407	0.409056699	0.411909342	0.399034577	0.408917029	0.409414683	0.404207783	0.397178653	0.388712695	0.411551086	0.431580931	0.444933466	0.447893126	0.439318189	0.455782202	0.463838899	0.465040971	0.461436241	0.453333842	0.475728196	0.492891332	0.502930608	0.504132152	0.495626446	0.520760715	0.539179767	0.550308608	0.554079481	0.550464097	0.578734694	0.601167928	0.61723039	0.626615919	0.629197642	0.659143085	0.682712553	0.699443054	0.709312373	0.712478989	0.747403886	0.775225459	0.795925124	0.810086845	0.818001595	0.864176924	0.903846077	0.936462484	0.96207599	0.980813025	1.035573574	1.082134496	
India	IND	"Population ages 75-79, male (% of male population)"	SP.POP.7579.MA.5Y	0.391378312	0.419729818	0.452909099	0.480383271	0.492375608	0.48787032	0.486901903	0.47596401	0.463927062	0.459583795	0.465052503	0.487575029	0.512479451	0.533845164	0.546122895	0.548744784	0.555138985	0.55478533	0.552005173	0.551079043	0.553447758	0.56646867	0.578573108	0.587842577	0.59242282	0.592454604	0.597556064	0.598686966	0.597900575	0.596953776	0.5966109	0.607289924	0.616233806	0.623712079	0.629810104	0.634803351	0.647350659	0.657449023	0.666385517	0.675225545	0.684472073	0.699949702	0.713988753	0.726863439	0.738527119	0.749223013	0.764841462	0.778035647	0.79037682	0.803367124	0.817812295	0.837840075	0.856909417	0.874284438	0.88887032	0.9010676	0.917418218	0.93134338	
India	IND	"Population ages 75-79, female (% of female population)"	SP.POP.7579.FE.5Y	0.451397352	0.486966315	0.531165116	0.568811739	0.584764354	0.57649611	0.565297065	0.539879634	0.513615142	0.500177927	0.503124934	0.52547274	0.554765847	0.581736954	0.597090866	0.599092269	0.599782712	0.591901078	0.58268954	0.579812271	0.5859495	0.602875068	0.62157693	0.638236944	0.649474522	0.655366776	0.662974309	0.666056143	0.666542839	0.666486881	0.667429323	0.679008557	0.689349931	0.6985811	0.706918876	0.715194982	0.730536278	0.744270478	0.757591213	0.771827935	0.788081123	0.806993546	0.825247691	0.843737005	0.863575682	0.885748101	0.910606249	0.93456947	0.958051734	0.981714911	1.006405902	1.034895996	1.063849029	1.091428952	1.114576532	1.132649766	1.146595022	1.156445116	
India	IND	"Population ages 70-74, male (% of male population)"	SP.POP.7074.MA.5Y	0.910942377	0.904058121	0.87875597	0.850987208	0.838192818	0.846074516	0.87291047	0.909462195	0.945507154	0.969820497	0.979556437	0.983423087	0.977504219	0.969164695	0.966404366	0.972260359	0.985364937	1.001883223	1.018039809	1.029439293	1.035074133	1.037406574	1.034557723	1.030158997	1.028081931	1.030051163	1.034535443	1.040107562	1.046136552	1.05181545	1.057262317	1.067244927	1.075421122	1.083141369	1.092042124	1.103093109	1.118119467	1.133174359	1.147959488	1.162122541	1.176065716	1.189706413	1.201986894	1.214217743	1.228071342	1.244750966	1.26295694	1.282823763	1.3029934	1.321739671	1.339166298	1.351743464	1.364915265	1.380223636	1.39851637	1.420885402	1.440585102	1.458491273	
India	IND	"Population ages 70-74, female (% of female population)"	SP.POP.7074.FE.5Y	1.02145439	0.998769809	0.950659949	0.899890686	0.871405171	0.873224258	0.899752259	0.942658497	0.986795612	1.015104039	1.022407588	1.018173814	1.000927234	0.982139627	0.974501268	0.98250158	1.000686372	1.027628685	1.057074597	1.081516823	1.098268084	1.10337856	1.103291948	1.102149178	1.103848686	1.109920388	1.111145942	1.11442574	1.119942524	1.127222535	1.136301624	1.145814188	1.155669998	1.167602292	1.183150211	1.203065345	1.223005568	1.244308993	1.268235101	1.296059462	1.328481358	1.354921057	1.383306554	1.413665425	1.445830745	1.479946515	1.506113904	1.533965574	1.561530014	1.585661966	1.605672329	1.614952002	1.622054954	1.630980492	1.64586359	1.669254259	1.689854256	1.712888715	
India	IND	Population ages 65 and above (% of total)	SP.POP.65UP.TO.ZS	3.059354676	3.112200602	3.16252747	3.203353512	3.227476539	3.232597458	3.270063902	3.29177673	3.303430313	3.311319652	3.318707386	3.367279144	3.411636731	3.448953739	3.476476919	3.49380829	3.537389726	3.571200708	3.596713276	3.615353008	3.628412324	3.664743118	3.691141346	3.709005503	3.720627873	3.728205139	3.758954306	3.783658136	3.802909416	3.817291786	3.828173581	3.884896077	3.935205346	3.980238825	4.021675453	4.061097211	4.137304795	4.207513359	4.273401899	4.336822461	4.399230699	4.4836796	4.564616936	4.640352234	4.70824665	4.768170142	4.846867894	4.918071008	4.984313011	5.048286241	5.113073703	5.205968276	5.29652123	5.392641877	5.504069363	5.636245344	5.80790445	5.988969249	
India	IND	"Population ages 65 and above, total"	SP.POP.65UP.TO	13751206	14269283	14795965	15296909	15733449	16088714	16617220	17080693	17507101	17930964	18371651	19066370	19767416	20454328	21103962	21707091	22489724	23230126	23936209	24617510	25282179	26133944	26940460	27704382	28434720	29142137	30040865	30904645	31734873	32533634	33310220	34500009	35653791	36779708	37892397	39006140	40499796	41965962	43416654	44866129	46326139	48041634	49745520	51416395	53021250	54553525	56319525	58017561	59669549	61299832	62940950	64930712	66898551	68948281	71214913	73781494	76906607	80203086	
India	IND	"Population ages 65 and above, male (% of total)"	SP.POP.65UP.MA.ZS	2.920243066	2.978796212	3.031873802	3.074560982	3.102146261	3.113152662	3.159149794	3.190523222	3.211646691	3.22684813	3.238335732	3.289777529	3.334204875	3.369587434	3.39402551	3.407472895	3.447935991	3.476915802	3.496189388	3.507569729	3.512551998	3.548140076	3.572273747	3.586292085	3.592530806	3.593166078	3.624968666	3.648771262	3.664801979	3.67346022	3.676060484	3.728854637	3.772484254	3.807412199	3.834631088	3.855527033	3.916893819	3.969057309	4.013697499	4.052817059	4.088241883	4.157691105	4.221377827	4.278346081	4.327165009	4.368399916	4.441509734	4.508251814	4.569986054	4.627910592	4.684440187	4.771448046	4.854145747	4.941371581	5.044145929	5.168313645	5.337639934	5.516430088	
India	IND	"Population ages 65 and above, male"	SP.POP.65UP.MA.IN	6772892	7050644	7326089	7586129	7816876	8011920	8303821	8565748	8808772	9045295	9282000	9647011	10007108	10353365	10675767	10970211	11358701	11718218	12053665	12371238	12675804	13102794	13500266	13869038	14213582	14538979	14995237	15425399	15828221	16203497	16555205	17139833	17692758	18213991	18706477	19175224	19855591	20502172	21120416	21717848	22301914	23080188	23837355	24566005	25255765	25907320	26756282	27576611	28372241	29145739	29908836	30865578	31795999	32759859	33835926	35070331	36631791	38281750	
India	IND	"Population ages 65 and above, female (% of total)"	SP.POP.65UP.FE.ZS	3.207662529	3.25445125	3.301953841	3.340955507	3.361533682	3.360496661	3.388892195	3.400310038	3.40185643	3.401954338	3.40500425	3.450509084	3.494811929	3.534234915	3.565107848	3.586659001	3.63355919	3.672528442	3.704719052	3.73114296	3.752882419	3.789945622	3.818737047	3.840709596	3.858098626	3.873125977	3.902711779	3.928346247	3.951027928	3.971551588	3.991365026	4.052262864	4.109753111	4.165684188	4.222452983	4.281849146	4.374044867	4.463655334	4.552384428	4.641967094	4.73348834	4.834072171	4.933638594	5.029690875	5.118247292	5.198413976	5.283268003	5.359386813	5.430576437	5.501162785	5.57495736	5.674068301	5.77296651	5.878556543	5.999184889	6.139857576	6.313845371	6.497174471	
India	IND	"Population ages 65 and above, female"	SP.POP.65UP.FE.IN	6978320	7218391	7469576	7710570	7916469	8076794	8313362	8514889	8698256	8885614	9089652	9419295	9760197	10100836	10428097	10736881	11130934	11511758	11882386	12246159	12606378	13031037	13440045	13835214	14221052	14603158	15045584	15479128	15906480	16329977	16755019	17359926	17960699	18565429	19185743	19830914	20644239	21463717	22296012	23148041	24024221	24961096	25907782	26850194	27765448	28646207	29563244	30440746	31296859	32153654	33032110	34064570	35101839	36187879	37378723	38711169	40274722	41921158	
India	IND	"Population ages 65-69, male (% of male population)"	SP.POP.6569.MA.5Y	1.3557948	1.386969407	1.434845608	1.485461078	1.52291526	1.541550518	1.539310277	1.52507027	1.509228994	1.502916237	1.510361949	1.521019591	1.539509088	1.56043598	1.577405875	1.588236986	1.585876482	1.579534235	1.573358245	1.571843569	1.57703027	1.578221433	1.581935176	1.587512098	1.594526254	1.603451257	1.60438529	1.606375118	1.610135636	1.616657417	1.626989568	1.637265304	1.649133782	1.662007737	1.675245408	1.68913341	1.698153242	1.706733756	1.716532819	1.729400722	1.746488562	1.75940165	1.776170555	1.794927434	1.812764737	1.828860214	1.835855359	1.843910484	1.855174687	1.871554696	1.894629552	1.910804946	1.929890461	1.960678767	2.014888766	2.097249756	2.1892859	2.302953699	
India	IND	"Population ages 65-69, female (% of female population)"	SP.POP.6569.FE.5Y	1.360836459	1.391086678	1.448508803	1.51116712	1.554041854	1.568492428	1.556139008	1.525597838	1.492388977	1.47476303	1.480437151	1.4979455	1.529704165	1.56615055	1.596337061	1.616352457	1.62153902	1.621417748	1.62002145	1.62192074	1.629346646	1.627909791	1.63002927	1.635282503	1.643339177	1.654504971	1.652863332	1.654973032	1.661611958	1.673710019	1.692007633	1.706679404	1.725553415	1.749192188	1.778304415	1.813124723	1.841768326	1.873907935	1.909327724	1.947463778	1.987728217	2.013014482	2.042371796	2.072845391	2.099528493	2.12024037	2.119143964	2.11562631	2.115069566	2.123699064	2.144877534	2.16004338	2.18321645	2.219684615	2.276668777	2.357140527	2.441822518	2.545706143	
India	IND	"Population ages 60-64, male (% of male population)"	SP.POP.6064.MA.5Y	2.210931317	2.208927151	2.184629734	2.154064587	2.137126945	2.141900337	2.147683804	2.169164827	2.197478011	2.220890611	2.234427582	2.226419794	2.213109494	2.200077512	2.194431942	2.199392303	2.195759835	2.200531355	2.211145131	2.224096091	2.237822013	2.234651748	2.232265912	2.232779926	2.238681876	2.251000083	2.248230469	2.251910386	2.260442749	2.271072341	2.282515963	2.281813463	2.281483329	2.28396369	2.291723406	2.3054405	2.310468323	2.321177663	2.335474592	2.349532725	2.361439541	2.358661649	2.357671611	2.360879916	2.370436401	2.387721343	2.397952073	2.41168227	2.438987862	2.494007893	2.582605287	2.685007323	2.817412323	2.961776148	3.092858621	3.197084225	3.262434207	3.306074831	
